sequence_number,batch,analysis_id,kit_id,lab_id,project,sequence_type,sequence_version,kneaddata_fastq,stat_csv,metaphlan_file,pathway_abun,ec_abun,genes_abun,ko_abun,raw_data_forward,raw_data_reverse
B009AMD0931,MGG2_9,,8ZXP-S4A4-Q889,AMD0931,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0931/kneaddata/B009AMD0931.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0931/kneaddata/B009AMD0931_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0931/metaphlan/B009AMD0931_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0931/humann/B009AMD0931_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0931/humann/B009AMD0931_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0931/humann/B009AMD0931_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0931/humann/B009AMD0931_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0931_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0931_2.fastq.gz
B009AMD0934,MGG2_9,,WPP5-34VJ-E96N,AMD0934,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0934/kneaddata/B009AMD0934.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0934/kneaddata/B009AMD0934_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0934/metaphlan/B009AMD0934_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0934/humann/B009AMD0934_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0934/humann/B009AMD0934_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0934/humann/B009AMD0934_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0934/humann/B009AMD0934_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0934_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0934_2.fastq.gz
B009AMD0935,MGG2_9,,SUA3-8548-VXHU,AMD0935,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0935/kneaddata/B009AMD0935.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0935/kneaddata/B009AMD0935_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0935/metaphlan/B009AMD0935_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0935/humann/B009AMD0935_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0935/humann/B009AMD0935_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0935/humann/B009AMD0935_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0935/humann/B009AMD0935_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0935_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0935_2.fastq.gz
B009AMD0939,MGG2_9,,RP5V-VDCW-DJFR,AMD0939,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0939/kneaddata/B009AMD0939.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0939/kneaddata/B009AMD0939_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0939/metaphlan/B009AMD0939_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0939/humann/B009AMD0939_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0939/humann/B009AMD0939_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0939/humann/B009AMD0939_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0939/humann/B009AMD0939_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0939_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0939_2.fastq.gz
B009AMD0941,MGG2_9,,G2WF-Q9JM-GKF9,AMD0941,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0941/kneaddata/B009AMD0941.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0941/kneaddata/B009AMD0941_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0941/metaphlan/B009AMD0941_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0941/humann/B009AMD0941_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0941/humann/B009AMD0941_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0941/humann/B009AMD0941_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0941/humann/B009AMD0941_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0941_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0941_2.fastq.gz
B009AMD0945,MGG2_9,,PS8S-BEX6-TXGB,AMD0945,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0945/kneaddata/B009AMD0945.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0945/kneaddata/B009AMD0945_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0945/metaphlan/B009AMD0945_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0945/humann/B009AMD0945_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0945/humann/B009AMD0945_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0945/humann/B009AMD0945_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0945/humann/B009AMD0945_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0945_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0945_2.fastq.gz
B009AMD0955,MGG2_9,,6GMJ-RC6C-KZDE,AMD0955,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0955/kneaddata/B009AMD0955.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0955/kneaddata/B009AMD0955_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0955/metaphlan/B009AMD0955_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0955/humann/B009AMD0955_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0955/humann/B009AMD0955_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0955/humann/B009AMD0955_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0955/humann/B009AMD0955_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0955_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0955_2.fastq.gz
B009AMD0957,MGG2_9,,V7HK-QEQ6-5KBQ,AMD0957,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0957/kneaddata/B009AMD0957.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0957/kneaddata/B009AMD0957_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0957/metaphlan/B009AMD0957_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0957/humann/B009AMD0957_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0957/humann/B009AMD0957_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0957/humann/B009AMD0957_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0957/humann/B009AMD0957_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0957_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0957_2.fastq.gz
B009AMD0959,MGG2_9,,7GHS-49EQ-QY63,AMD0959,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0959/kneaddata/B009AMD0959.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0959/kneaddata/B009AMD0959_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0959/metaphlan/B009AMD0959_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0959/humann/B009AMD0959_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0959/humann/B009AMD0959_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0959/humann/B009AMD0959_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0959/humann/B009AMD0959_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0959_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0959_2.fastq.gz
B009AMD0963,MGG2_9,,D84Z-FP4W-VQC9,AMD0963,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0963/kneaddata/B009AMD0963.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0963/kneaddata/B009AMD0963_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0963/metaphlan/B009AMD0963_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0963/humann/B009AMD0963_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0963/humann/B009AMD0963_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0963/humann/B009AMD0963_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0963/humann/B009AMD0963_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0963_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0963_2.fastq.gz
B009AMD0963,MGG2_9,,D84Z-FP4W-VQC9,AMD0963,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0963/kneaddata/B009AMD0963.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0963/kneaddata/B009AMD0963_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0963/metaphlan/B009AMD0963_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0963/humann/B009AMD0963_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0963/humann/B009AMD0963_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0963/humann/B009AMD0963_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_9-40samples/B009AMD0963/humann/B009AMD0963_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0963_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0963_2.fastq.gz
B009AMD0964,MGG2_9,,JV5Z-GJ2D-WXBH,AMD0964,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0964/kneaddata/B009AMD0964.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0964/kneaddata/B009AMD0964_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0964/metaphlan/B009AMD0964_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0964/humann/B009AMD0964_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0964/humann/B009AMD0964_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0964/humann/B009AMD0964_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0964/humann/B009AMD0964_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0964_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0964_2.fastq.gz
B009AMD0966,MGG2_9,,BXTH-4FUR-AY38,AMD0966,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0966/kneaddata/B009AMD0966.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0966/kneaddata/B009AMD0966_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0966/metaphlan/B009AMD0966_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0966/humann/B009AMD0966_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0966/humann/B009AMD0966_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0966/humann/B009AMD0966_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0966/humann/B009AMD0966_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0966_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0966_2.fastq.gz
B009AMD0969,MGG2_9,,4N35-AS3H-CJVY,AMD0969,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0969/kneaddata/B009AMD0969.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0969/kneaddata/B009AMD0969_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0969/metaphlan/B009AMD0969_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0969/humann/B009AMD0969_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0969/humann/B009AMD0969_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0969/humann/B009AMD0969_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0969/humann/B009AMD0969_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0969_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0969_2.fastq.gz
B009AMD0973,MGG2_9,,VW7H-DJ4K-9SK3,AMD0973,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0973/kneaddata/B009AMD0973.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0973/kneaddata/B009AMD0973_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0973/metaphlan/B009AMD0973_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0973/humann/B009AMD0973_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0973/humann/B009AMD0973_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0973/humann/B009AMD0973_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0973/humann/B009AMD0973_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0973_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0973_2.fastq.gz
B009AMD0975,MGG2_9,,Q2ZR-PXJF-QWNQ,AMD0975,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0975/kneaddata/B009AMD0975.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0975/kneaddata/B009AMD0975_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0975/metaphlan/B009AMD0975_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0975/humann/B009AMD0975_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0975/humann/B009AMD0975_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0975/humann/B009AMD0975_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0975/humann/B009AMD0975_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0975_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0975_2.fastq.gz
B009AMD0978,MGG2_9,,6AQ6-R9MV-2CVD,AMD0978,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0978/kneaddata/B009AMD0978.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0978/kneaddata/B009AMD0978_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0978/metaphlan/B009AMD0978_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0978/humann/B009AMD0978_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0978/humann/B009AMD0978_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0978/humann/B009AMD0978_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0978/humann/B009AMD0978_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0978_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0978_2.fastq.gz
B009AMD0979,MGG2_9,,WKFH-NSRM-3YBZ,AMD0979,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0979/kneaddata/B009AMD0979.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0979/kneaddata/B009AMD0979_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0979/metaphlan/B009AMD0979_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0979/humann/B009AMD0979_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0979/humann/B009AMD0979_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0979/humann/B009AMD0979_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0979/humann/B009AMD0979_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0979_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0979_2.fastq.gz
B009AMD0980,MGG2_9,,HGFC-QFR4-C98X,AMD0980,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0980/kneaddata/B009AMD0980.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0980/kneaddata/B009AMD0980_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0980/metaphlan/B009AMD0980_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0980/humann/B009AMD0980_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0980/humann/B009AMD0980_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0980/humann/B009AMD0980_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0980/humann/B009AMD0980_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0980_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0980_2.fastq.gz
B009AMD0981,MGG2_9,,9VPS-DSWV-6M5N,AMD0981,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0981/kneaddata/B009AMD0981.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0981/kneaddata/B009AMD0981_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0981/metaphlan/B009AMD0981_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0981/humann/B009AMD0981_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0981/humann/B009AMD0981_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0981/humann/B009AMD0981_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_9/B009AMD0981/humann/B009AMD0981_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0981_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_9-40samples/B009AMD0981_2.fastq.gz
AYRRC26H7X5R,MGG2_99,PC6KA2HZ4DWVZCTJ,WQZD-QCGP-NVCD,AMD1520,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_99/AYRRC26H7X5R/kneaddata/AYRRC26H7X5R.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_99/AYRRC26H7X5R/kneaddata/AYRRC26H7X5R_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_99/AYRRC26H7X5R/metaphlan/AYRRC26H7X5R_metaphlan.tsv,,,,,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_99-40samples/AYRRC26H7X5R_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_99-40samples/AYRRC26H7X5R_2.fastq.gz
AYRRC26H7X5R,MGG2_99,PC6KA2HZ4DWVZCTJ,WQZD-QCGP-NVCD,AMD1520,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_99/AYRRC26H7X5R/kneaddata/AYRRC26H7X5R.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_99/AYRRC26H7X5R/kneaddata/AYRRC26H7X5R_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_99/AYRRC26H7X5R/metaphlan/AYRRC26H7X5R_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_99/AYRRC26H7X5R/humann/AYRRC26H7X5R_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_99/AYRRC26H7X5R/humann/AYRRC26H7X5R_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_99/AYRRC26H7X5R/humann/AYRRC26H7X5R_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_99/AYRRC26H7X5R/humann/AYRRC26H7X5R_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_99-40samples/AYRRC26H7X5R_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_99-40samples/AYRRC26H7X5R_2.fastq.gz
B42B55DW3XCG,MGG2_99,NW4A3VQN4BASW7R3,3649-2G2W-CUNV,AMD1401,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_99/B42B55DW3XCG/kneaddata/B42B55DW3XCG.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_99/B42B55DW3XCG/kneaddata/B42B55DW3XCG_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_99/B42B55DW3XCG/metaphlan/B42B55DW3XCG_metaphlan.tsv,,,,,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_99-40samples/B42B55DW3XCG_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/Batch_MGG2_99-40samples/B42B55DW3XCG_2.fastq.gz
